Symbol,Ticker,Date,Price,Score,Grade,Screen1,Screen2,MACD_H_Score,MACD_Line_Score,EMA_Score,KC_Score,FI_Score,Stoch_Score,Pattern_Score,All_Weekly,Weekly_MACD_H,Weekly_EMA_20,Weekly_EMA_50,Weekly_EMA_100,Daily_FI2,Daily_Stoch_K,Daily_RSI,Pattern,Entry,Stop,Target,CMP,Diff
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,20/10/2025,283.03,9,A,6,3,2,2,2,2,0,1,0,Yes,-2.7032,295.81,294.22,282.27,13341,25.4,30.6,None,283.18,278.86,289.66, $258.23 , $-24.80 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,20/10/2025,251.51,8,B,4,4,2,2,0,2,1,1,0,No,-3.3729,294.43,324.5,337.41,-47966,9.2,31.8,None,256.86,247.67,270.65, $205.13 , $-46.38 
CINTAS CORPORATION (XNAS:CTAS),CTAS,20/10/2025,192.33,8,A,6,2,2,2,2,1,0,1,0,Yes,-3.422,205.36,204.28,193.03,66158,40.3,28.2,None,189.59,183.58,198.6, $183.15 , $-9.18 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,20/10/2025,936.11,7,A,6,1,2,2,2,0,1,0,0,Yes,-4.2196,952.04,942.46,891.04,-9533,53.6,54.2,None,939.76,919.32,970.42, $888.44 , $-47.67 
INTUIT INC. (XNAS:INTU),INTU,20/10/2025,664.77,7,A,5,2,2,1,2,1,0,1,0,Yes,-10.2349,686.46,672.99,654.85,55174,49.9,39.8,None,662.94,641.45,695.18, $655.75 , $-9.02 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,20/10/2025,235.29,7,B,4,3,2,2,0,2,0,1,0,No,-4.727,264.62,274.45,269.48,4803,29.1,30.4,None,234.61,227.63,245.08, $216.03 , $-19.26 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,17/10/2025,253.16,8,B,4,4,2,2,0,2,1,1,0,No,-4.074,298.95,327.48,339.02,-82055,5.6,32.1,None,266.06,250.73,289.06, $205.13 , $-48.03 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,17/10/2025,281.27,8,B,4,4,0,2,2,2,1,1,0,No,-2.8156,297.15,294.68,282.49,-3144,12.8,28.2,None,284.76,278.86,293.61, $258.23 , $-23.04 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,17/10/2025,213.04,7,B,3,4,0,1,2,2,1,1,0,No,-1.9745,219.57,210.94,198.46,-338284,11.7,38.2,None,218.81,210.61,231.11, $227.92 , $14.88 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,17/10/2025,936.33,7,A,6,1,2,2,2,0,1,0,0,Yes,-5.284,953.72,942.72,891.15,-23653,54,57.3,None,958.86,927.91,1005.29, $888.44 , $-47.89 
INTUIT INC. (XNAS:INTU),INTU,17/10/2025,661.39,7,A,5,2,2,1,2,1,0,1,0,Yes,-11.5087,688.75,673.33,654.93,117430,33.1,32.9,None,660.06,641.35,688.12, $655.75 , $-5.64 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,17/10/2025,5070.02,7,B,3,4,0,1,2,2,0,1,1,No,-79.6433,5367.58,5081.44,4677.19,289665,20.9,32.9,Bullish Engulfing,5092.78,4913.7,5361.4," $5,195.76 ", $125.74 
CINTAS CORPORATION (XNAS:CTAS),CTAS,17/10/2025,188.1,7,B,4,3,0,2,2,2,0,1,0,No,-3.7341,206.73,204.77,193.28,22176,18.9,20.5,None,188.17,183.58,195.05, $183.15 , $-4.95 
Fastenal Company (XNAS:FAST),FAST,17/10/2025,42.46,7,B,3,4,0,1,2,2,0,1,1,No,-0.6169,45.54,42.4,39.52,4196,13.1,16.9,Bullish Engulfing,42.42,41.38,43.98, $40.34 , $-2.12 
"THE TRADE DESK, INC. (XNAS:TTD)",TTD,17/10/2025,49.98,7,B,4,3,2,2,0,1,1,1,0,No,-0.3479,58.9,71.58,78.18,-11075,22.4,51.6,None,51.93,48.38,57.25, $39.40 , $-10.58 
"CLOUDFLARE, INC. (XNYS:NET)",NET,17/10/2025,210.01,7,B,3,4,0,1,2,1,1,1,1,No,-1.6352,197.33,163.88,137.09,-32434,27.7,43.1,Hammer,221.68,203.1,249.55, $208.98 , $-1.03 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,16/10/2025,925.62,9,A,6,3,2,2,2,1,1,1,0,Yes,-5.9675,952.7,942.3,890.93,-401106,36.8,53.9,None,964.96,933.9,1011.55, $888.44 , $-37.18 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,16/10/2025,255.34,8,B,4,4,2,2,0,2,1,1,0,No,-3.9348,299.16,327.56,339.06,-165679,8.3,36.1,None,268.74,252.08,293.73, $205.13 , $-50.21 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,16/10/2025,280.16,8,B,4,4,0,2,2,2,1,1,0,No,-2.8864,297.05,294.63,282.47,-35400,5,28.2,None,287.98,279.23,301.11, $258.23 , $-21.93 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,16/10/2025,65.47,8,B,4,4,2,2,0,2,1,1,0,No,-0.7042,71.17,74.05,74.94,-15251,8.3,41.4,None,67.9,65.21,71.94, $80.95 , $15.48 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,16/10/2025,214.47,7,B,3,4,0,1,2,2,1,1,0,No,-1.8832,219.7,210.99,198.49,-321876,11.9,43.3,None,217.93,212.17,226.57, $227.92 , $13.45 
INTUIT INC. (XNAS:INTU),INTU,16/10/2025,646.99,7,B,3,4,0,1,2,2,1,1,0,No,-12.4276,687.38,672.76,654.64,-46503,9.2,20.4,None,658.08,639.95,685.28, $655.75 , $8.76 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,16/10/2025,324.25,7,B,3,4,0,1,2,2,1,1,0,No,-3.1889,332.24,313.15,300.6,-13029,16.8,30,None,331.05,317.38,351.56, $335.07 , $10.82 
"FORTINET, INC. (XNAS:FTNT)",FTNT,16/10/2025,83.14,7,B,4,3,2,2,0,1,1,1,0,No,-0.5917,88.16,89.33,83.54,-6422,19.1,45.7,None,84.86,82.01,89.13, $83.50 , $0.36 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,16/10/2025,150.13,7,B,4,3,2,2,0,1,1,1,0,No,-2.2177,177.45,196.96,205.72,-8961,23.9,31.1,None,160.04,146.94,179.69, $161.41 , $11.28 
"Mondelez International, Inc. (XNAS:MDLZ)",MDLZ,16/10/2025,61.6,7,B,4,3,2,2,0,1,1,1,0,No,-0.3493,63.79,65.07,66.46,-2950,37.7,40.6,None,62.43,60.29,65.64, $54.11 , $-7.49 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,16/10/2025,434.62,7,B,4,3,2,2,0,1,1,1,0,No,-5.3879,473.89,487.87,465.82,-15932,20.9,45.9,None,441.26,426.97,462.69, $558.13 , $123.51 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,16/10/2025,4952.31,7,B,3,4,0,1,2,2,1,1,0,No,-87.1552,5356.37,5076.82,4674.78,-813315,3.1,22.9,None,5297.27,4977.44,5777.02," $5,195.76 ", $243.45 
"O'Reilly Automotive, Inc. (XNAS:ORLY)",ORLY,16/10/2025,101.17,7,B,3,4,0,1,2,2,1,1,0,No,-0.2248,99.69,92.42,84.9,-20579,17,33.6,None,103.92,100.15,109.57, $94.25 , $-6.92 
"THE TRADE DESK, INC. (XNAS:TTD)",TTD,16/10/2025,49.9,7,B,4,3,2,2,0,1,1,1,0,No,-0.353,58.89,71.58,78.17,-41492,29.2,60.5,None,51.72,49.35,55.27, $39.40 , $-10.50 
INTUIT INC. (XNAS:INTU),INTU,15/10/2025,652.69,9,A,5,4,2,1,2,2,1,1,0,Yes,-12.0639,687.92,672.99,654.75,-16354,18.3,26.9,None,661.37,639.95,693.5, $655.75 , $3.06 
"DEXCOM, INC. (XNAS:DXCM)",DXCM,15/10/2025,65.41,8,B,4,4,2,2,0,2,1,1,0,No,-1.8516,74.9,80.28,89.02,-1802,36.6,38.7,None,67.36,63.06,73.81, $66.33 , $0.92 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,15/10/2025,284.21,8,B,4,4,0,2,2,2,1,1,0,No,-2.628,297.43,294.79,282.55,-11445,11.5,40.5,None,287.09,282.32,294.24, $258.23 , $-25.98 
CINTAS CORPORATION (XNAS:CTAS),CTAS,15/10/2025,187.45,8,B,4,4,0,2,2,2,1,1,0,No,-3.7756,206.67,204.75,193.27,-4559,9.5,17.6,None,189.67,185.15,196.45, $183.15 , $-4.30 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,15/10/2025,215.57,7,B,3,4,0,1,2,2,1,1,0,No,-1.813,219.81,211.04,198.51,-420158,19,46.8,None,219.54,212.17,230.59, $227.92 , $12.35 
"NETFLIX, INC. (XNAS:NFLX)",NFLX,15/10/2025,120.33,7,A,5,2,2,1,2,1,1,0,0,Yes,-1.486,118.7,106.96,91.91,-601390,61.3,48.5,None,122.55,119.92,126.49, $96.71 , $-23.62 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,15/10/2025,324.1,7,B,3,4,0,1,2,2,1,1,0,No,-3.1985,332.23,313.15,300.6,-44240,16.4,29.5,None,330.18,317.38,349.38, $335.07 , $10.97 
"FORTINET, INC. (XNAS:FTNT)",FTNT,15/10/2025,83.58,7,B,4,3,2,2,0,1,1,1,0,No,-0.5636,88.2,89.34,83.55,-595,27.4,51.3,None,83.98,82.04,86.89, $83.50 , $-0.08 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,15/10/2025,149.84,7,B,4,3,2,2,0,1,1,1,0,No,-2.2362,177.42,196.95,205.71,-35212,22.7,36.8,None,157.6,144.74,176.89, $161.41 , $11.57 
"ALIGN TECHNOLOGY, INC. (XNAS:ALGN)",ALGN,15/10/2025,128.43,7,B,4,3,2,2,0,1,1,1,0,No,-1.9618,150.4,177.69,202.91,-4272,45.2,56.7,None,131.72,124.66,142.31, $159.00 , $30.57 
"Mondelez International, Inc. (XNAS:MDLZ)",MDLZ,15/10/2025,61.66,7,B,4,3,2,2,0,1,1,1,0,No,-0.3455,63.8,65.07,66.46,-3418,39.6,45.6,None,62.25,60.29,65.19, $54.11 , $-7.55 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,15/10/2025,435.61,7,B,4,3,2,2,0,1,1,1,0,No,-5.3247,473.99,487.9,465.84,-5915,24,48.5,None,439.65,426.97,458.67, $558.13 , $122.52 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,15/10/2025,5080.86,7,B,3,4,0,1,2,2,1,1,0,No,-78.9515,5368.61,5081.86,4677.41,-703236,7.2,25.2,None,5323.59,5028.69,5765.94," $5,195.76 ", $114.90 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,15/10/2025,66.75,7,B,4,3,2,2,0,1,1,1,0,No,-0.6225,71.3,74.1,74.96,-516,33.8,50.5,None,67.76,65.47,71.2, $80.95 , $14.20 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,14/10/2025,285.92,9,A,6,3,2,2,2,1,0,1,1,Yes,-2.5188,297.6,294.86,282.58,5799,26.4,39.1,Bullish Engulfing,287.12,282.32,294.32, $258.23 , $-27.69 
CINTAS CORPORATION (XNAS:CTAS),CTAS,14/10/2025,188.23,8,B,4,4,0,2,2,2,1,1,0,No,-3.7258,206.74,204.78,193.28,-4511,13.3,25.1,None,189.63,185.15,196.35, $183.15 , $-5.08 
"OLD DOMINION FREIGHT LINE, INC. (XNAS:ODFL)",ODFL,14/10/2025,135.43,8,B,4,4,2,2,0,2,1,1,0,No,-1.1392,149.84,162.97,169.01,-9691,13.1,40,None,138.04,133.76,144.46, $148.89 , $13.46 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,14/10/2025,216.39,7,B,3,4,0,1,2,2,1,1,0,No,-1.7607,219.88,211.07,198.53,-798879,24.2,45.4,None,220.9,212.17,234, $227.92 , $11.53 
"Meta Platforms, Inc. (XNAS:META)",META,14/10/2025,708.65,7,B,3,4,0,1,2,2,1,1,0,No,-8.9531,715.73,659.91,589.24,-519492,27.4,31.9,None,720.66,697.93,754.75, $656.96 , $-51.69 
"CISCO SYSTEMS, INC. (XNAS:CSCO)",CSCO,14/10/2025,68.66,7,A,5,2,2,1,2,0,0,1,1,Yes,-0.2967,66.79,63.04,59.05,38996,46.2,56.7,Bullish Engulfing,68.96,66.68,72.38, $79.51 , $10.85 
INTUIT INC. (XNAS:INTU),INTU,14/10/2025,657.16,7,A,5,2,2,1,2,1,0,1,0,Yes,-11.7786,688.34,673.16,654.84,27008,25.4,27.7,None,657.13,639.95,682.9, $655.75 , $-1.41 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,14/10/2025,325.75,7,B,3,4,0,1,2,2,1,1,0,No,-3.0932,332.39,313.21,300.63,-84446,20.8,27.7,None,334.53,317.38,360.25, $335.07 , $9.32 
"FORTINET, INC. (XNAS:FTNT)",FTNT,14/10/2025,83.08,7,B,4,3,2,2,0,1,1,1,0,No,-0.5956,88.15,89.32,83.54,-17637,24.1,48.2,None,85.29,82.04,90.17, $83.50 , $0.42 
"DEXCOM, INC. (XNAS:DXCM)",DXCM,14/10/2025,66.21,7,B,4,3,2,2,0,1,0,1,1,No,-1.8005,74.97,80.31,89.04,22855,49.8,44.9,Bullish Engulfing,66.44,63.06,71.51, $66.33 , $0.12 
"THE TRADE DESK, INC. (XNAS:TTD)",TTD,14/10/2025,50.73,7,B,4,3,2,2,0,1,1,1,0,No,-0.3,58.97,71.61,78.19,-45832,48.2,66,None,53.46,49.35,59.62, $39.40 , $-11.33 
"OKTA, INC. (XNAS:OKTA)",OKTA,14/10/2025,89.08,7,B,4,3,2,2,0,1,1,1,0,No,-0.7577,94.32,94.7,92.48,-10489,16.8,48.3,None,90.78,87.43,95.8, $87.79 , $-1.29 
INTUIT INC. (XNAS:INTU),INTU,13/10/2025,655.68,8,A,5,3,2,1,2,2,0,1,0,Yes,-11.8731,688.2,673.1,654.81,61734,23,25,None,653.83,639.95,674.65, $655.75 , $0.07 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,13/10/2025,258.73,8,B,4,4,2,2,0,2,1,1,0,No,-3.7185,299.48,327.7,339.13,-63300,1.9,43.1,None,269.95,257.68,288.35, $205.13 , $-53.60 
"DEXCOM, INC. (XNAS:DXCM)",DXCM,13/10/2025,65.2,8,B,4,4,2,2,0,2,1,1,0,No,-1.865,74.88,80.27,89.02,-8661,25.1,38,None,68.57,64.77,74.27, $66.33 , $1.13 
"AIRBNB, INC. (XNAS:ABNB)",ABNB,13/10/2025,118.86,8,B,4,4,2,2,0,2,1,1,0,No,-1.2349,126.15,129.93,134.13,-4082,27.4,31.5,None,120.7,116.09,127.62, $125.39 , $6.53 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,13/10/2025,284.35,8,B,4,4,0,2,2,2,1,1,0,No,-2.619,297.45,294.8,282.55,-14893,12.7,40.7,None,288.09,282.32,296.74, $258.23 , $-26.12 
CINTAS CORPORATION (XNAS:CTAS),CTAS,13/10/2025,187.94,8,B,4,4,0,2,2,2,1,1,0,No,-3.7443,206.72,204.77,193.28,-19395,5.3,23.7,None,192.25,186.57,200.77, $183.15 , $-4.79 
"OLD DOMINION FREIGHT LINE, INC. (XNAS:ODFL)",ODFL,13/10/2025,136.18,8,B,4,4,2,2,0,2,1,1,0,No,-1.0914,149.91,163,169.02,-9395,18.8,44.6,None,142.83,133.93,156.18, $148.89 , $12.71 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,13/10/2025,242.08,8,B,4,4,2,2,0,2,1,1,0,No,-4.5163,268.64,276.43,270.53,-1532,16.9,49.6,None,248.47,239.3,262.22, $216.03 , $-26.05 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,13/10/2025,66.34,8,B,4,4,2,2,0,2,1,1,0,No,-0.6487,71.26,74.09,74.95,-4212,21.5,42.4,None,69.07,66.44,73.01, $80.95 , $14.61 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,13/10/2025,332.23,7,B,3,4,0,1,2,2,1,1,0,No,-2.6797,333,313.47,300.77,-31606,17.5,26.6,None,350.61,332.82,377.3, $335.07 , $2.84 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,13/10/2025,149.39,7,B,4,3,2,2,0,2,0,1,0,No,-2.2649,177.38,196.93,205.71,31724,20,28.2,None,149.7,144.03,158.2, $161.41 , $12.02 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,13/10/2025,435.73,7,B,4,3,2,2,0,1,1,1,0,No,-5.317,474,487.91,465.84,-12324,20.9,43.3,None,447.44,428.39,476.01, $558.13 , $122.40 
"OKTA, INC. (XNAS:OKTA)",OKTA,13/10/2025,90.14,7,B,4,3,2,2,0,1,1,1,0,No,-0.6901,94.42,94.74,92.5,-12347,20.3,45.8,None,93.54,88.37,101.3, $87.79 , $-2.35 
"CISCO SYSTEMS, INC. (XNAS:CSCO)",CSCO,10/10/2025,67.94,8,A,5,3,2,1,2,1,1,1,0,Yes,-0.346,66.6,62.81,58.91,-158343,27.5,51.1,None,70.69,68.16,74.48, $79.51 , $11.57 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,10/10/2025,259.49,8,B,4,4,2,2,0,2,1,1,0,No,-4.6597,303.77,330.51,340.65,-145315,1.2,44.5,None,275.86,258.64,301.69, $205.13 , $-54.36 
"ALIGN TECHNOLOGY, INC. (XNAS:ALGN)",ALGN,10/10/2025,125.79,8,B,4,4,2,2,0,2,1,1,0,No,-2.598,152.71,179.7,204.09,-40695,29.2,40.2,None,133.56,126.02,144.87, $159.00 , $33.21 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,10/10/2025,285.19,8,B,4,4,0,2,2,2,1,1,0,No,-2.5617,298.83,295.23,282.76,-21303,5.6,35.8,None,291.63,284.08,302.96, $258.23 , $-26.96 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,10/10/2025,68.4,8,B,4,4,0,2,2,2,1,1,0,No,-0.4478,76.99,76.79,73.41,-42557,2.2,22.1,None,72.37,68.05,78.85, $69.39 , $0.99 
"AMAZON.COM, INC. (XNAS:AMZN)",AMZN,10/10/2025,216.37,7,B,3,4,0,1,2,2,1,1,0,No,-1.3808,220.25,210.85,198.39,-3045132,3,36.4,None,228.44,217.76,244.46, $227.92 , $11.55 
"Meta Platforms, Inc. (XNAS:META)",META,10/10/2025,705.3,7,B,3,4,0,1,2,2,1,1,0,No,-7.3577,716.48,657.92,588,-2918257,18.5,28.8,None,734.24,699.13,786.9, $656.96 , $-48.34 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,10/10/2025,930.01,7,A,6,1,2,2,2,1,0,0,0,Yes,-6.4896,955.55,942.98,891.27,18693,53,43.4,None,944.71,914.03,990.73, $888.44 , $-41.57 
INTUIT INC. (XNAS:INTU),INTU,10/10/2025,641.79,7,B,3,4,0,1,2,2,1,1,0,No,-12.3555,691.63,673.81,655.08,-107209,0.9,10.4,None,658.66,639.95,686.72, $655.75 , $13.96 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,10/10/2025,327,7,B,3,4,0,1,2,2,1,1,0,No,-1.547,333.08,312.7,300.29,-272178,2.5,18.9,None,349.12,331.31,375.84, $335.07 , $8.07 
"ANALOG DEVICES, INC. (XNAS:ADI)",ADI,10/10/2025,225.32,7,B,3,4,0,1,2,2,1,1,0,No,-0.9735,234.25,225.25,218.87,-118239,2.4,24,None,238.63,226.61,256.66, $276.24 , $50.92 
"FORTINET, INC. (XNAS:FTNT)",FTNT,10/10/2025,83.04,7,B,4,3,2,2,0,1,1,1,0,No,-0.8347,88.69,89.58,83.67,-44059,23.4,43,None,86.61,82.81,92.31, $83.50 , $0.46 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,10/10/2025,5164.93,7,B,3,4,0,1,2,2,1,1,0,No,-63.306,5398.9,5081.9,4675.92,-62433,21.5,31.8,None,5216.04,5028.69,5497.07," $5,195.76 ", $30.83 
Fastenal Company (XNAS:FAST),FAST,10/10/2025,45.78,7,B,3,4,0,1,2,2,1,1,0,No,-0.2587,45.86,42.4,39.51,-42173,2.2,40.7,None,47.68,45.72,50.62, $40.34 , $-5.44 
KEURIG DR PEPPER INC. (XNAS:KDP),KDP,10/10/2025,25.82,7,B,4,3,2,2,0,2,0,1,0,No,-0.8492,30.27,31.93,32.4,4983,49.7,48,None,26.04,25.1,27.45, $29.06 , $3.24 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,10/10/2025,243.06,7,B,4,3,2,2,0,2,0,1,0,No,-4.935,271.43,277.83,271.28,8450,21.9,48,None,243.72,239.95,249.38, $216.03 , $-27.03 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,09/10/2025,285.89,8,B,4,4,0,2,2,2,1,1,0,No,-2.517,298.89,295.25,282.77,-45616,9.1,40.1,None,293.09,284.83,305.48, $258.23 , $-27.66 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,09/10/2025,241.27,8,B,4,4,2,2,0,2,1,1,0,No,-5.0493,271.26,277.76,271.24,-17573,10.7,46,None,246.19,239.95,255.55, $216.03 , $-25.24 
INTUIT INC. (XNAS:INTU),INTU,09/10/2025,644.92,7,B,3,4,0,1,2,2,1,1,0,No,-12.1557,691.93,673.94,655.15,-178718,2.8,25.3,None,664.66,641.87,698.84, $655.75 , $10.83 
"CADENCE DESIGN SYSTEMS, INC. (XNAS:CDNS)",CDNS,09/10/2025,348.67,7,B,3,4,0,1,2,1,1,1,1,No,-0.164,335.15,313.55,300.73,-833,20.7,26.7,Hammer,354.61,341.4,374.43, $335.07 , $-13.60 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,09/10/2025,265,7,B,4,3,2,2,0,1,1,1,0,No,-4.3081,304.3,330.73,340.77,-177757,19.4,52.1,None,278.38,264.03,299.91, $205.13 , $-59.87 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,09/10/2025,125.21,7,B,4,3,2,2,0,2,1,0,0,No,-2.1791,137.72,140.03,137.28,-11865,52.2,35.9,None,126.98,122.59,133.56, $112.74 , $-12.47 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,09/10/2025,443.76,7,B,4,3,2,2,0,1,1,1,0,No,-5.1734,479.38,490.59,467.33,-39425,44.8,53.2,None,450.98,438.54,469.64, $558.13 , $114.37 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,09/10/2025,5191.93,7,B,3,4,0,1,2,2,1,1,0,No,-61.5829,5401.48,5082.96,4676.48,-56888,26.1,34,None,5243.47,5028.69,5565.64," $5,195.76 ", $3.83 
"O'Reilly Automotive, Inc. (XNAS:ORLY)",ORLY,09/10/2025,99.72,7,B,3,4,0,1,2,2,1,1,0,No,-0.0433,99.3,91.97,84.64,-20198,1.1,34.3,None,101.85,99.42,105.49, $94.25 , $-5.47 
CINTAS CORPORATION (XNAS:CTAS),CTAS,09/10/2025,191.75,7,B,3,4,0,1,2,2,1,1,0,No,-3.2381,209.05,205.6,193.71,-57386,2.6,33,None,199.59,191.86,211.19, $183.15 , $-8.60 
Fastenal Company (XNAS:FAST),FAST,09/10/2025,46.71,7,B,3,4,0,1,2,2,1,1,0,No,-0.1994,45.95,42.44,39.52,-18861,5.1,43.5,None,47.76,46.48,49.68, $40.34 , $-6.37 
KEURIG DR PEPPER INC. (XNAS:KDP),KDP,09/10/2025,25.85,7,B,4,3,2,2,0,2,0,1,0,No,-0.8472,30.27,31.94,32.4,19980,46.6,35.9,None,25.63,24.98,26.6, $29.06 , $3.21 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,09/10/2025,71.35,7,B,4,3,0,2,2,2,0,1,0,No,-0.2595,77.27,76.9,73.47,1734,18.4,25.3,None,71.67,68.25,76.8, $69.39 , $-1.96 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,08/10/2025,290.7,8,A,6,2,2,2,2,1,1,0,0,Yes,-2.2101,299.35,295.44,282.87,-14606,60.1,49.5,None,293.8,285.85,305.73, $258.23 , $-32.47 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,08/10/2025,243.48,8,B,4,4,2,2,0,2,1,1,0,No,-4.9082,271.47,277.85,271.29,-19588,27,46.6,None,246.37,241.18,254.16, $216.03 , $-27.45 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,08/10/2025,914.8,7,B,4,3,0,2,2,2,0,1,0,No,-7.4602,954.1,942.38,890.96,8349,21.3,22.6,None,918.56,902.07,943.29, $888.44 , $-26.36 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,08/10/2025,181.6,7,A,5,2,2,1,2,1,0,1,0,Yes,-2.1901,188.54,188.21,185.65,58062,45.6,50,None,182.2,176.48,190.78, $179.52 , $-2.08 
INTUIT INC. (XNAS:INTU),INTU,08/10/2025,657.8,7,B,3,4,0,1,2,2,1,1,0,No,-11.3337,693.15,674.44,655.41,-60032,6.8,40.2,None,672.4,653.03,701.45, $655.75 , $-2.05 
"DEXCOM, INC. (XNAS:DXCM)",DXCM,08/10/2025,67.78,7,B,4,3,2,2,0,1,0,1,1,No,-1.748,76.15,80.99,89.41,43870,36.5,30.8,Bullish Engulfing,67.5,64.54,71.94, $66.33 , $-1.45 
BOOKING HOLDINGS INC. (XNAS:BKNG),BKNG,08/10/2025,5131.23,7,B,3,4,0,1,2,2,1,1,0,No,-65.4566,5395.69,5080.58,4675.23,-548702,4.1,28.6,None,5427.64,5149.03,5845.56," $5,195.76 ", $64.53 
CME GROUP INC. (XNAS:CME),CME,08/10/2025,264.94,7,A,5,2,2,1,2,1,0,1,0,Yes,-2.4751,268.22,257.69,243.38,26450,42.2,58.5,None,265.01,257.67,276.02, $270.12 , $5.18 
CINTAS CORPORATION (XNAS:CTAS),CTAS,08/10/2025,198.81,7,B,3,4,0,1,2,2,1,1,0,No,-2.7875,209.73,205.88,193.85,-2393,47,48.1,None,199.9,196.62,204.82, $183.15 , $-15.66 
KEURIG DR PEPPER INC. (XNAS:KDP),KDP,08/10/2025,25.58,7,B,4,3,2,2,0,2,0,1,0,No,-0.8645,30.25,31.92,32.39,8646,24.1,31.1,None,25.53,24.98,26.36, $29.06 , $3.48 
"OKTA, INC. (XNAS:OKTA)",OKTA,08/10/2025,92.63,7,A,6,1,2,2,2,0,0,1,0,Yes,-0.5772,95.19,95.06,92.66,3025,50,47.5,None,94.67,89.89,101.84, $87.79 , $-4.84 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,08/10/2025,71.54,7,B,4,3,0,2,2,2,0,1,0,No,-0.2474,77.29,76.91,73.47,11350,19.4,25.1,None,73,67.85,80.73, $69.39 , $-2.15 
CINTAS CORPORATION (XNAS:CTAS),CTAS,07/10/2025,199.17,9,A,5,4,2,1,2,2,1,1,0,Yes,-2.7646,209.76,205.89,193.86,-4219,49.7,47.8,None,202.91,196.62,212.34, $183.15 , $-16.02 
"OKTA, INC. (XNAS:OKTA)",OKTA,07/10/2025,90.89,9,A,6,3,2,2,2,1,1,1,0,Yes,-0.6883,95.02,94.99,92.63,-23678,26.7,52.1,None,96.47,89.92,106.29, $87.79 , $-3.10 
